time,gFx,gFy,gFz,TgF
1.58027223,-0.9954,0.1214,0.1839,1.019
1.581948307,-0.9956,0.1247,0.1826,1.020
1.588231307,-0.9928,0.1235,0.1839,1.017
1.589453538,-0.9912,0.1261,0.1932,1.018
1.598205,-0.9912,0.1256,0.1937,1.018
1.600217615,-0.9851,0.1279,0.1968,1.013
1.61076323,-0.9861,0.1266,0.1956,1.013
1.612514692,-0.9776,0.1207,0.1939,1.004
1.618285692,-0.9819,0.1230,0.1832,1.006
1.619388153,-0.9842,0.1239,0.1802,1.008
1.629741384,-0.9849,0.1235,0.1783,1.008
1.631443384,-0.9810,0.1166,0.1817,1.004
1.638922538,-0.9839,0.1219,0.1910,1.010
1.640193077,-0.9847,0.1219,0.1875,1.010
1.64914023,-0.9812,0.1212,0.1851,1.006
1.650215307,-0.9832,0.1256,0.1868,1.009
1.664267615,-0.9783,0.1261,0.1875,1.004
1.666174461,-0.9779,0.1188,0.1907,1.003
1.669517769,-0.9788,0.1193,0.1907,1.004
1.670719384,-0.9810,0.1212,0.1963,1.008
1.683372384,-0.9814,0.1198,0.1917,1.007
1.684946538,-0.9837,0.1219,0.1905,1.009
1.690751615,-0.9876,0.1254,0.1854,1.013
1.692824461,-0.9944,0.1237,0.1832,1.019
1.700421769,-0.9956,0.1170,0.1824,1.019
1.702312077,-0.9956,0.1166,0.1802,1.018
1.711386077,-0.9961,0.1212,0.1868,1.021
1.713234615,-0.9991,0.1223,0.1893,1.024
1.720663077,-0.9971,0.1168,0.1912,1.022
1.721654,-0.9935,0.1168,0.1879,1.018
1.730561538,-0.9949,0.1188,0.1907,1.020
1.73197323,-0.9968,0.1203,0.1930,1.022
1.74751223,-0.9963,0.1207,0.1927,1.022
1.749325692,-0.9959,0.1217,0.1930,1.022
1.750703,-0.9932,0.1186,0.1886,1.018
1.751599307,-0.9879,0.1198,0.1861,1.012
1.766712077,-0.9856,0.1217,0.1778,1.009
1.768640923,-0.9830,0.1212,0.1705,1.005
1.771317923,-0.9793,0.1251,0.1676,1.001
1.772731923,-0.9802,0.1275,0.1651,1.002
1.781530769,-0.9805,0.1300,0.1707,1.004
1.782986,-0.9805,0.1242,0.1725,1.003
1.79527123,-0.9819,0.1263,0.1812,1.006
1.796971538,-0.9874,0.1281,0.1854,1.013
1.80214423,-0.9947,0.1330,0.1886,1.021
1.803197538,-0.9903,0.1295,0.1905,1.017
1.812031153,-0.9963,0.1305,0.1922,1.023
1.813758692,-0.9928,0.1317,0.1937,1.020
1.823171923,-0.9888,0.1315,0.1968,1.017
1.824731461,-0.9861,0.1300,0.1963,1.014
1.833328923,-0.9842,0.1307,0.1944,1.012
1.834739769,-0.9876,0.1300,0.1910,1.014
1.849115615,-0.9807,0.1337,0.1912,1.008
1.851399692,-0.9786,0.1376,0.1903,1.006
1.853231,-0.9744,0.1347,0.1888,1.002
1.854910615,-0.9786,0.1324,0.1883,1.005
1.865877615,-0.9790,0.1310,0.1895,1.006
1.867965692,-0.9788,0.1349,0.1861,1.005
1.873978538,-0.9737,0.1337,0.1891,1.001
1.876133538,-0.9783,0.1359,0.1895,1.006
1.88372523,-0.9805,0.1340,0.1839,1.007
1.886170923,-0.9863,0.1307,0.1824,1.012
1.894062615,-0.9888,0.1268,0.1866,1.014
1.895995538,-0.9966,0.1291,0.1854,1.022
1.903966846,-0.9961,0.1291,0.1807,1.021
1.905281461,-0.9949,0.1279,0.1819,1.019
1.914309307,-0.9984,0.1284,0.1846,1.023
1.916177923,-0.9917,0.1242,0.1854,1.017
1.929177461,-0.9928,0.1239,0.1763,1.016
1.931195153,-0.9900,0.1237,0.1810,1.014
1.934372615,-0.9883,0.1242,0.1849,1.013
1.935573538,-0.9827,0.1263,0.1868,1.008
1.945055384,-0.9851,0.1219,0.1881,1.010
1.946527692,-0.9886,0.1239,0.1870,1.014
1.955248077,-0.9937,0.1291,0.1942,1.021
1.956530384,-0.9905,0.1298,0.1932,1.017
1.964986384,-0.9898,0.1251,0.1907,1.016
1.966807077,-0.9900,0.1303,0.1917,1.017
1.981857153,-0.9940,0.1312,0.1944,1.021
1.983363307,-0.9942,0.1300,0.1981,1.022
1.985852846,-0.9907,0.1286,0.1973,1.018
1.98695223,-0.9912,0.1366,0.1947,1.019
1.995657615,-0.9942,0.1303,0.1898,1.020
1.997545615,-0.9861,0.1271,0.1900,1.012
2.006140153,-0.9837,0.1295,0.1870,1.010
2.007610769,-0.9861,0.1312,0.1846,1.012
2.016124077,-0.9856,0.1300,0.1856,1.011
2.01783623,-0.9859,0.1295,0.1912,1.013
2.029433615,-0.9900,0.1300,0.2028,1.019
2.030824923,-0.9910,0.1305,0.2066,1.021
2.036541461,-0.9825,0.1273,0.2054,1.012
2.037614153,-0.9893,0.1266,0.2019,1.018
2.046732538,-0.9895,0.1275,0.1998,1.017
2.048037461,-0.9952,0.1303,0.1917,1.022
2.057645384,-0.9952,0.1300,0.1891,1.021
2.058916153,-0.9919,0.1266,0.1823,1.016
2.067365307,-0.9898,0.1275,0.1810,1.014
2.069576769,-0.9917,0.1261,0.1749,1.015
2.085809307,-0.9917,0.1237,0.1756,1.015
2.087697692,-0.9895,0.1256,0.1826,1.014
2.089074077,-0.9928,0.1259,0.1907,1.019
2.090092153,-0.9959,0.1251,0.1873,1.021
2.098066307,-0.9991,0.1273,0.1898,1.025
2.099621846,-1.0008,0.1275,0.1895,1.027
2.111405692,-0.9979,0.1242,0.1961,1.024
2.113107461,-0.9949,0.1210,0.1910,1.020
2.117901769,-0.9898,0.1214,0.1888,1.015
2.118962,-0.9900,0.1263,0.1937,1.017
2.129244846,-0.9874,0.1256,0.1949,1.014
2.130876846,-0.9825,0.1217,0.1942,1.009
2.139306923,-0.9817,0.1254,0.1944,1.009
2.140694,-0.9819,0.1279,0.1988,1.010
2.149678461,-0.9832,0.1247,0.1907,1.009
2.150766153,-0.9832,0.1242,0.1895,1.009
2.165391,-0.9793,0.1254,0.1800,1.004
2.167289615,-0.9802,0.1226,0.1763,1.003
2.168808692,-0.9830,0.1217,0.1739,1.006
2.169785538,-0.9893,0.1230,0.1753,1.012
2.18263923,-0.9886,0.1223,0.1761,1.012
2.18470823,-0.9935,0.1230,0.1781,1.017
2.189754,-0.9959,0.1193,0.1846,1.020
2.191158692,-0.9947,0.1237,0.1824,1.019
2.200151153,-0.9917,0.1279,0.1879,1.017
2.20203223,-0.9915,0.1284,0.1905,1.018
2.211008384,-0.9917,0.1317,0.1883,1.018
2.212676307,-0.9949,0.1273,0.1832,1.020
2.220213077,-0.9883,0.1271,0.1856,1.014
2.221307153,-0.9900,0.1291,0.1851,1.015
2.230213538,-0.9844,0.1319,0.1824,1.010
2.231362077,-0.9856,0.1305,0.1861,1.011
2.247443384,-0.9886,0.1288,0.1793,1.013
2.249507846,-0.9863,0.1303,0.1854,1.012
2.250703615,-0.9800,0.1281,0.1873,1.006
