time,gFx,gFy,gFz,TgF
1.577237154,-0.9805,0.0787,0.2310,1.010
1.578813616,-0.9827,0.0770,0.2333,1.013
1.587282616,-0.9830,0.0758,0.2382,1.014
1.588658539,-0.9874,0.0799,0.2364,1.018
1.597568539,-0.9847,0.0778,0.2347,1.015
1.599074154,-0.9839,0.0787,0.2318,1.014
1.610451847,-0.9863,0.0758,0.2366,1.017
1.61202377,-0.9876,0.0809,0.2310,1.017
1.617198462,-0.9817,0.0767,0.2291,1.011
1.618505385,-0.9819,0.0767,0.2238,1.010
1.627812077,-0.9851,0.0748,0.2308,1.015
1.629593231,-0.9870,0.0765,0.2310,1.017
1.640640077,-0.9866,0.0767,0.2347,1.017
1.642473308,-0.9879,0.0743,0.2298,1.017
1.648298,-0.9868,0.0763,0.2333,1.017
1.649621308,-0.9870,0.0787,0.2325,1.017
1.65846877,-0.9851,0.0780,0.2328,1.015
1.659562154,-0.9835,0.0814,0.2276,1.013
1.669451231,-0.9822,0.0776,0.2273,1.011
1.670714539,-0.9810,0.0787,0.2333,1.011
1.679322077,-0.9819,0.0758,0.2298,1.011
1.680799693,-0.9802,0.0799,0.2271,1.009
1.692675539,-0.9802,0.0773,0.2391,1.012
1.694556616,-0.9744,0.0773,0.2362,1.006
1.69954577,-0.9749,0.0765,0.2357,1.006
1.700654385,-0.9802,0.0783,0.2338,1.011
1.710301001,-0.9847,0.0783,0.2242,1.013
1.711999693,-0.9761,0.0804,0.2233,1.005
1.719971385,-0.9817,0.0787,0.2273,1.011
1.721321847,-0.9851,0.0846,0.2347,1.016
1.730301077,-0.9879,0.0823,0.2291,1.017
1.732030077,-0.9832,0.0819,0.2338,1.014
1.743352462,-0.9870,0.0778,0.2374,1.018
1.745319001,-0.9879,0.0809,0.2399,1.020
1.750458231,-0.9905,0.0804,0.2399,1.022
1.751511077,-0.9907,0.0785,0.2379,1.022
1.760636847,-0.9907,0.0709,0.2266,1.019
1.762469462,-0.9883,0.0709,0.2238,1.016
1.771058693,-0.9981,0.0748,0.2279,1.026
1.77222177,-0.9998,0.0785,0.2250,1.028
1.780800077,-0.9942,0.0741,0.2269,1.022
1.78256677,-0.9881,0.0734,0.2279,1.017
1.791104847,-0.9854,0.0776,0.2286,1.015
1.792883924,-0.9779,0.0829,0.2266,1.007
1.801587308,-0.9810,0.0795,0.2266,1.010
1.802788847,-0.9734,0.0802,0.2347,1.004
1.811647847,-0.9905,0.0895,0.2264,1.020
1.812793539,-0.9781,0.0748,0.2325,1.008
1.828712001,-0.9737,0.0783,0.2350,1.005
1.830780001,-0.9842,0.0795,0.2342,1.015
1.831952693,-0.9795,0.0767,0.2328,1.010
1.832848154,-0.9788,0.0776,0.2303,1.008
1.842588308,-0.9822,0.0795,0.2335,1.013
1.844265231,-0.9835,0.0785,0.2296,1.013
1.852762847,-0.9859,0.0770,0.2250,1.014
1.854152462,-0.9854,0.0783,0.2228,1.013
1.862974231,-0.9891,0.0823,0.2179,1.016
1.864486077,-0.9874,0.0755,0.2177,1.014
1.876533385,-0.9930,0.0795,0.2181,1.020
1.878262001,-0.9915,0.0834,0.2210,1.019
1.882926231,-0.9903,0.0856,0.2291,1.020
1.884004462,-0.9891,0.0856,0.2284,1.019
1.892858693,-0.9874,0.0848,0.2342,1.018
